,Easting,Northing,1st Road Class,Number of Vehicles,Road Surface,Speed Limit,Lighting Conditions,Weather Conditions,dia_semana,semana_en_año,Type of Vehicle,Age of Vehicle,First Point of Impact,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,latitude,longitude,Accident Time Sin,Accident Time Cos
2534,2513420,2394547,0,1,1,40,2,1,5,42,1,1989,2,1,0,3,Assistance,-37.95014,145.15269,-0.9659258262890681,-0.2588190451025215
2535,2513420,2394547,0,1,1,40,2,1,5,42,1,1989,2,3,0,3,Slight,-37.95014,145.15269,-0.9659258262890681,-0.2588190451025215
2536,2513420,2394547,0,1,1,40,2,1,5,42,1,1989,2,2,0,2,Slight,-37.95014,145.15269,-0.9659258262890681,-0.2588190451025215
6009,2503053,2394609,1,1,1,50,3,1,5,51,1,1995,4,2,0,2,Assistance,-37.94967,145.03475,0.49999999999999994,0.8660254037844387
1840,2512766,2394698,4,2,9,60,1,9,7,35,1,1998,1,3,1,1,Assistance,-37.94879,145.14525,-0.6087614290087207,-0.7933533402912352
1841,2512766,2394698,4,2,9,60,1,9,7,35,1,1990,1,3,1,1,Assistance,-37.94879,145.14525,-0.6087614290087207,-0.7933533402912352
1842,2512766,2394698,4,2,9,60,1,9,7,35,1,1998,1,3,0,1,Assistance,-37.94879,145.14525,-0.6087614290087207,-0.7933533402912352
1843,2512766,2394698,4,2,9,60,1,9,7,35,1,1990,1,3,0,1,Assistance,-37.94879,145.14525,-0.6087614290087207,-0.7933533402912352
1844,2512766,2394698,4,2,9,60,1,9,7,35,1,1998,1,3,1,2,Slight,-37.94879,145.14525,-0.6087614290087207,-0.7933533402912352
1845,2512766,2394698,4,2,9,60,1,9,7,35,1,1990,1,3,1,2,Slight,-37.94879,145.14525,-0.6087614290087207,-0.7933533402912352
1846,2512766,2394698,4,2,9,60,1,9,7,35,1,1998,1,2,0,3,Slight,-37.94879,145.14525,-0.6087614290087207,-0.7933533402912352
1847,2512766,2394698,4,2,9,60,1,9,7,35,1,1990,1,2,0,3,Slight,-37.94879,145.14525,-0.6087614290087207,-0.7933533402912352
1848,2512766,2394698,4,2,9,60,1,9,7,35,1,1998,1,2,1,3,Slight,-37.94879,145.14525,-0.6087614290087207,-0.7933533402912352
1849,2512766,2394698,4,2,9,60,1,9,7,35,1,1990,1,2,1,3,Slight,-37.94879,145.14525,-0.6087614290087207,-0.7933533402912352
5531,2505295,2394818,0,2,1,60,1,1,5,49,1,1991,1,2,1,3,Slight,-37.94778,145.06025,-0.9762960071199334,-0.21643961393810282
5532,2505295,2394818,0,2,1,60,1,1,5,49,10,2001,1,2,1,3,Slight,-37.94778,145.06025,-0.9762960071199334,-0.21643961393810282
5533,2505295,2394818,0,2,1,60,1,1,5,49,1,1991,1,4,0,3,Assistance,-37.94778,145.06025,-0.9762960071199334,-0.21643961393810282
5534,2505295,2394818,0,2,1,60,1,1,5,49,10,2001,1,4,0,3,Assistance,-37.94778,145.06025,-0.9762960071199334,-0.21643961393810282
6981,2503920,2394889,2,3,1,80,1,1,2,50,1,2000,1,2,1,3,Slight,-37.94714,145.0446,0.90630778703665,-0.42261826174069933
6982,2503920,2394889,2,3,1,80,1,1,2,50,10,2003,1,2,1,3,Slight,-37.94714,145.0446,0.90630778703665,-0.42261826174069933
6983,2503920,2394889,2,3,1,80,1,1,2,50,1,2005,1,2,1,3,Slight,-37.94714,145.0446,0.90630778703665,-0.42261826174069933
6984,2503920,2394889,2,3,1,80,1,1,2,50,1,2000,1,4,0,3,Assistance,-37.94714,145.0446,0.90630778703665,-0.42261826174069933
6985,2503920,2394889,2,3,1,80,1,1,2,50,10,2003,1,4,0,3,Assistance,-37.94714,145.0446,0.90630778703665,-0.42261826174069933
6986,2503920,2394889,2,3,1,80,1,1,2,50,1,2005,1,4,0,3,Assistance,-37.94714,145.0446,0.90630778703665,-0.42261826174069933
6981,2503920,2394889,2,3,1,80,1,1,2,50,1,2000,1,2,1,3,Slight,-37.94714,145.0446,0.90630778703665,-0.42261826174069933
6982,2503920,2394889,2,3,1,80,1,1,2,50,10,2003,1,2,1,3,Slight,-37.94714,145.0446,0.90630778703665,-0.42261826174069933
6983,2503920,2394889,2,3,1,80,1,1,2,50,1,2005,1,2,1,3,Slight,-37.94714,145.0446,0.90630778703665,-0.42261826174069933
6984,2503920,2394889,2,3,1,80,1,1,2,50,1,2000,1,4,0,3,Assistance,-37.94714,145.0446,0.90630778703665,-0.42261826174069933
6985,2503920,2394889,2,3,1,80,1,1,2,50,10,2003,1,4,0,3,Assistance,-37.94714,145.0446,0.90630778703665,-0.42261826174069933
6986,2503920,2394889,2,3,1,80,1,1,2,50,1,2005,1,4,0,3,Assistance,-37.94714,145.0446,0.90630778703665,-0.42261826174069933
9025,2512268,2395022,0,3,1,60,3,1,6,51,1,1982,1,3,1,3,Slight,-37.94588,145.13958,-0.08715574274765832,0.9961946980917455
9026,2512268,2395022,0,3,1,60,3,1,6,51,1,1994,1,3,1,3,Slight,-37.94588,145.13958,-0.08715574274765832,0.9961946980917455
9027,2512268,2395022,0,3,1,60,3,1,6,51,1,2001,1,3,1,3,Slight,-37.94588,145.13958,-0.08715574274765832,0.9961946980917455
9028,2512268,2395022,0,3,1,60,3,1,6,51,1,1982,1,2,0,3,Assistance,-37.94588,145.13958,-0.08715574274765832,0.9961946980917455
9029,2512268,2395022,0,3,1,60,3,1,6,51,1,1994,1,2,0,3,Assistance,-37.94588,145.13958,-0.08715574274765832,0.9961946980917455
9030,2512268,2395022,0,3,1,60,3,1,6,51,1,2001,1,2,0,3,Assistance,-37.94588,145.13958,-0.08715574274765832,0.9961946980917455
9031,2512268,2395022,0,3,1,60,3,1,6,51,1,1982,1,2,0,3,Slight,-37.94588,145.13958,-0.08715574274765832,0.9961946980917455
9032,2512268,2395022,0,3,1,60,3,1,6,51,1,1994,1,2,0,3,Slight,-37.94588,145.13958,-0.08715574274765832,0.9961946980917455
9033,2512268,2395022,0,3,1,60,3,1,6,51,1,2001,1,2,0,3,Slight,-37.94588,145.13958,-0.08715574274765832,0.9961946980917455
6632,2500930,2395130,1,2,1,60,1,1,5,47,10,1994,1,4,0,2,Assistance,-37.94498,145.01059,-0.9396926207859084,-0.34202014332566855
6633,2500930,2395130,1,2,1,60,1,1,5,47,2,1996,1,4,0,2,Assistance,-37.94498,145.01059,-0.9396926207859084,-0.34202014332566855
6634,2500930,2395130,1,2,1,60,1,1,5,47,10,1994,1,2,0,4,Slight,-37.94498,145.01059,-0.9396926207859084,-0.34202014332566855
6635,2500930,2395130,1,2,1,60,1,1,5,47,2,1996,1,2,0,4,Slight,-37.94498,145.01059,-0.9396926207859084,-0.34202014332566855
4473,2505982,2395247,1,1,1,60,1,1,1,2,1,1995,2,1,0,4,Assistance,-37.94391,145.06806,0.21643961393810318,-0.9762960071199333
4474,2505982,2395247,1,1,1,60,1,1,1,2,1,1995,2,2,0,3,Slight,-37.94391,145.06806,0.21643961393810318,-0.9762960071199333
6041,2510175,2395358,0,2,1,60,1,1,7,50,1,1990,1,3,1,3,Slight,-37.94287,145.11576,-0.6427876096865393,-0.766044443118978
6042,2510175,2395358,0,2,1,60,1,1,7,50,1,2001,1,3,1,3,Slight,-37.94287,145.11576,-0.6427876096865393,-0.766044443118978
6043,2510175,2395358,0,2,1,60,1,1,7,50,1,1990,1,2,0,3,Slight,-37.94287,145.11576,-0.6427876096865393,-0.766044443118978
6044,2510175,2395358,0,2,1,60,1,1,7,50,1,2001,1,2,0,3,Slight,-37.94287,145.11576,-0.6427876096865393,-0.766044443118978
6045,2510175,2395358,0,2,1,60,1,1,7,50,1,1990,1,2,0,3,Assistance,-37.94287,145.11576,-0.6427876096865393,-0.766044443118978
6046,2510175,2395358,0,2,1,60,1,1,7,50,1,2001,1,2,0,3,Assistance,-37.94287,145.11576,-0.6427876096865393,-0.766044443118978
4487,2505927,2395365,9,2,1,60,1,1,1,2,1,1989,1,2,1,3,Assistance,-37.94285,145.06743,-0.5000000000000001,-0.8660254037844386
4488,2505927,2395365,9,2,1,60,1,1,1,2,2,1996,1,2,1,3,Assistance,-37.94285,145.06743,-0.5000000000000001,-0.8660254037844386
4489,2505927,2395365,9,2,1,60,1,1,1,2,1,1989,1,2,0,3,Assistance,-37.94285,145.06743,-0.5000000000000001,-0.8660254037844386
4490,2505927,2395365,9,2,1,60,1,1,1,2,2,1996,1,2,0,3,Assistance,-37.94285,145.06743,-0.5000000000000001,-0.8660254037844386
7029,2518485,2395539,0,2,1,60,1,1,5,50,2,1986,1,3,1,3,Assistance,-37.94112,145.2103,-0.5735764363510458,-0.819152044288992
7030,2518485,2395539,0,2,1,60,1,1,5,50,1,1989,1,3,1,3,Assistance,-37.94112,145.2103,-0.5735764363510458,-0.819152044288992
7031,2518485,2395539,0,2,1,60,1,1,5,50,2,1986,1,2,0,3,Assistance,-37.94112,145.2103,-0.5735764363510458,-0.819152044288992
7032,2518485,2395539,0,2,1,60,1,1,5,50,1,1989,1,2,0,3,Assistance,-37.94112,145.2103,-0.5735764363510458,-0.819152044288992
7033,2518485,2395539,0,2,1,60,1,1,5,50,2,1986,1,2,1,3,Assistance,-37.94112,145.2103,-0.5735764363510458,-0.819152044288992
7034,2518485,2395539,0,2,1,60,1,1,5,50,1,1989,1,2,1,3,Assistance,-37.94112,145.2103,-0.5735764363510458,-0.819152044288992
10101,2512272,2395627,4,3,2,40,1,1,2,49,1,1987,1,2,0,2,Assistance,-37.94043,145.13962,-0.6087614290087207,-0.7933533402912352
10102,2512272,2395627,4,3,2,40,1,1,2,49,1,2001,1,2,0,2,Assistance,-37.94043,145.13962,-0.6087614290087207,-0.7933533402912352
10103,2512272,2395627,4,3,2,40,1,1,2,49,1,1987,1,2,0,4,Slight,-37.94043,145.13962,-0.6087614290087207,-0.7933533402912352
10104,2512272,2395627,4,3,2,40,1,1,2,49,1,2001,1,2,0,4,Slight,-37.94043,145.13962,-0.6087614290087207,-0.7933533402912352
6674,2511805,2395699,4,2,1,60,1,1,2,50,1,1982,1,2,0,4,Assistance,-37.93978,145.1343,-0.9238795325112865,-0.38268343236509034
6675,2511805,2395699,4,2,1,60,1,1,2,50,1,1989,1,2,0,4,Assistance,-37.93978,145.1343,-0.9238795325112865,-0.38268343236509034
6676,2511805,2395699,4,2,1,60,1,1,2,50,1,1982,1,2,0,3,Slight,-37.93978,145.1343,-0.9238795325112865,-0.38268343236509034
6677,2511805,2395699,4,2,1,60,1,1,2,50,1,1989,1,2,0,3,Slight,-37.93978,145.1343,-0.9238795325112865,-0.38268343236509034
3273,2552952,2395769,0,1,3,80,1,2,6,38,10,1991,8,4,0,3,Assistance,-37.93771,145.60239,0.7071067811865476,-0.7071067811865475
7013,2499878,2395904,0,3,1,60,1,1,7,50,2,2000,1,3,1,3,Slight,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
7014,2499878,2395904,0,3,1,60,1,1,7,50,2,1991,1,3,1,3,Slight,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
7015,2499878,2395904,0,3,1,60,1,1,7,50,1,2005,1,3,1,3,Slight,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
7016,2499878,2395904,0,3,1,60,1,1,7,50,2,2000,1,3,1,3,Assistance,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
7017,2499878,2395904,0,3,1,60,1,1,7,50,2,1991,1,3,1,3,Assistance,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
7018,2499878,2395904,0,3,1,60,1,1,7,50,1,2005,1,3,1,3,Assistance,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
7019,2499878,2395904,0,3,1,60,1,1,7,50,2,2000,1,3,0,3,Slight,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
7020,2499878,2395904,0,3,1,60,1,1,7,50,2,1991,1,3,0,3,Slight,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
7021,2499878,2395904,0,3,1,60,1,1,7,50,1,2005,1,3,0,3,Slight,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
7022,2499878,2395904,0,3,1,60,1,1,7,50,2,2000,1,2,0,3,Slight,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
7023,2499878,2395904,0,3,1,60,1,1,7,50,2,1991,1,2,0,3,Slight,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
7024,2499878,2395904,0,3,1,60,1,1,7,50,1,2005,1,2,0,3,Slight,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
7025,2499878,2395904,0,3,1,60,1,1,7,50,2,2000,1,2,0,4,Slight,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
7026,2499878,2395904,0,3,1,60,1,1,7,50,2,1991,1,2,0,4,Slight,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
7027,2499878,2395904,0,3,1,60,1,1,7,50,1,2005,1,2,0,4,Slight,-37.93801,144.99862,0.5735764363510459,-0.8191520442889919
4501,2506221,2395957,0,2,1,70,1,1,1,3,3,1996,1,3,1,3,Assistance,-37.93751,145.07077,0.5372996083468241,-0.8433914458128855
4502,2506221,2395957,0,2,1,70,1,1,1,3,1,1995,1,3,1,3,Assistance,-37.93751,145.07077,0.5372996083468241,-0.8433914458128855
4503,2506221,2395957,0,2,1,70,1,1,1,3,3,1996,1,2,0,3,Assistance,-37.93751,145.07077,0.5372996083468241,-0.8433914458128855
4504,2506221,2395957,0,2,1,70,1,1,1,3,1,1995,1,2,0,3,Assistance,-37.93751,145.07077,0.5372996083468241,-0.8433914458128855
3200,2514047,2396115,2,1,1,80,3,1,7,43,10,1990,8,4,0,3,Assistance,-37.936,145.1598,-0.6755902076156605,0.7372773368101239
2795,2513661,2396221,0,3,1,70,1,1,4,42,1,1988,1,3,0,2,Slight,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
2796,2513661,2396221,0,3,1,70,1,1,4,42,1,1996,1,3,0,2,Slight,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
2797,2513661,2396221,0,3,1,70,1,1,4,42,1,2000,1,3,0,2,Slight,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
2798,2513661,2396221,0,3,1,70,1,1,4,42,1,1988,1,3,0,1,Slight,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
2799,2513661,2396221,0,3,1,70,1,1,4,42,1,1996,1,3,0,1,Slight,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
2800,2513661,2396221,0,3,1,70,1,1,4,42,1,2000,1,3,0,1,Slight,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
2801,2513661,2396221,0,3,1,70,1,1,4,42,1,1988,1,2,0,2,Assistance,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
2802,2513661,2396221,0,3,1,70,1,1,4,42,1,1996,1,2,0,2,Assistance,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
2803,2513661,2396221,0,3,1,70,1,1,4,42,1,2000,1,2,0,2,Assistance,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
2804,2513661,2396221,0,3,1,70,1,1,4,42,1,1988,1,2,1,3,Assistance,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
2805,2513661,2396221,0,3,1,70,1,1,4,42,1,1996,1,2,1,3,Assistance,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
2806,2513661,2396221,0,3,1,70,1,1,4,42,1,2000,1,2,1,3,Assistance,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
2807,2513661,2396221,0,3,1,70,1,1,4,42,1,1988,1,2,0,3,Slight,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
2808,2513661,2396221,0,3,1,70,1,1,4,42,1,1996,1,2,0,3,Slight,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
2809,2513661,2396221,0,3,1,70,1,1,4,42,1,2000,1,2,0,3,Slight,-37.93505,145.15541,0.9238795325112867,-0.3826834323650897
3379,2513654,2396175,0,2,1,80,1,1,6,44,1,2000,1,3,1,4,Assistance,-37.93547,145.15533,0.17364817766693028,-0.984807753012208
3380,2513654,2396175,0,2,1,80,1,1,6,44,1,1991,1,3,1,4,Assistance,-37.93547,145.15533,0.17364817766693028,-0.984807753012208
3381,2513654,2396175,0,2,1,80,1,1,6,44,1,2000,1,2,1,3,Assistance,-37.93547,145.15533,0.17364817766693028,-0.984807753012208
3382,2513654,2396175,0,2,1,80,1,1,6,44,1,1991,1,2,1,3,Assistance,-37.93547,145.15533,0.17364817766693028,-0.984807753012208
2342,2513690,2396418,0,3,2,70,1,2,3,39,8,2003,1,3,0,4,Slight,-37.93328,145.15574,0.258819045102521,-0.9659258262890682
2343,2513690,2396418,0,3,2,70,1,2,3,39,7,1998,1,3,0,4,Slight,-37.93328,145.15574,0.258819045102521,-0.9659258262890682
2344,2513690,2396418,0,3,2,70,1,2,3,39,8,2003,1,3,1,4,Slight,-37.93328,145.15574,0.258819045102521,-0.9659258262890682
2345,2513690,2396418,0,3,2,70,1,2,3,39,7,1998,1,3,1,4,Slight,-37.93328,145.15574,0.258819045102521,-0.9659258262890682
2346,2513690,2396418,0,3,2,70,1,2,3,39,8,2003,1,3,0,3,Slight,-37.93328,145.15574,0.258819045102521,-0.9659258262890682
2347,2513690,2396418,0,3,2,70,1,2,3,39,7,1998,1,3,0,3,Slight,-37.93328,145.15574,0.258819045102521,-0.9659258262890682
2348,2513690,2396418,0,3,2,70,1,2,3,39,8,2003,1,3,1,3,Slight,-37.93328,145.15574,0.258819045102521,-0.9659258262890682
2349,2513690,2396418,0,3,2,70,1,2,3,39,7,1998,1,3,1,3,Slight,-37.93328,145.15574,0.258819045102521,-0.9659258262890682
2350,2513690,2396418,0,3,2,70,1,2,3,39,8,2003,1,2,0,3,Slight,-37.93328,145.15574,0.258819045102521,-0.9659258262890682
2351,2513690,2396418,0,3,2,70,1,2,3,39,7,1998,1,2,0,3,Slight,-37.93328,145.15574,0.258819045102521,-0.9659258262890682
2352,2513690,2396418,0,3,2,70,1,2,3,39,8,2003,1,2,0,3,Assistance,-37.93328,145.15574,0.258819045102521,-0.9659258262890682
2353,2513690,2396418,0,3,2,70,1,2,3,39,7,1998,1,2,0,3,Assistance,-37.93328,145.15574,0.258819045102521,-0.9659258262890682
162,2513779,2396433,2,2,2,60,3,1,7,29,1,1994,1,2,0,3,Assistance,-37.93315,145.15674,-0.7071067811865477,0.7071067811865474
163,2513779,2396433,2,2,2,60,3,1,7,29,1,2004,1,2,0,3,Assistance,-37.93315,145.15674,-0.7071067811865477,0.7071067811865474
164,2513779,2396433,2,2,2,60,3,1,7,29,1,1994,1,2,1,3,Assistance,-37.93315,145.15674,-0.7071067811865477,0.7071067811865474
165,2513779,2396433,2,2,2,60,3,1,7,29,1,2004,1,2,1,3,Assistance,-37.93315,145.15674,-0.7071067811865477,0.7071067811865474
363,2513662,2396442,0,2,1,60,1,1,3,28,1,2004,1,2,0,3,Slight,-37.93307,145.15542,-0.7933533402912349,-0.6087614290087209
364,2513662,2396442,0,2,1,60,1,1,3,28,5,1998,1,2,0,3,Slight,-37.93307,145.15542,-0.7933533402912349,-0.6087614290087209
365,2513662,2396442,0,2,1,60,1,1,3,28,1,2004,1,2,1,3,Assistance,-37.93307,145.15542,-0.7933533402912349,-0.6087614290087209
366,2513662,2396442,0,2,1,60,1,1,3,28,5,1998,1,2,1,3,Assistance,-37.93307,145.15542,-0.7933533402912349,-0.6087614290087209
430,2513779,2396433,2,2,9,60,2,9,4,30,1,1999,1,3,1,3,Slight,-37.93315,145.15674,-0.9396926207859083,0.342020143325669
431,2513779,2396433,2,2,9,60,2,9,4,30,1,1998,1,3,1,3,Slight,-37.93315,145.15674,-0.9396926207859083,0.342020143325669
432,2513779,2396433,2,2,9,60,2,9,4,30,1,1999,1,2,0,3,Assistance,-37.93315,145.15674,-0.9396926207859083,0.342020143325669
433,2513779,2396433,2,2,9,60,2,9,4,30,1,1998,1,2,0,3,Assistance,-37.93315,145.15674,-0.9396926207859083,0.342020143325669
434,2513779,2396433,2,2,9,60,2,9,4,30,1,1999,1,2,0,3,Slight,-37.93315,145.15674,-0.9396926207859083,0.342020143325669
435,2513779,2396433,2,2,9,60,2,9,4,30,1,1998,1,2,0,3,Slight,-37.93315,145.15674,-0.9396926207859083,0.342020143325669
1066,2513706,2396510,0,2,1,80,1,1,5,31,1,2000,1,2,0,3,Slight,-37.93246,145.15592,-0.9063077870366497,-0.42261826174069994
1067,2513706,2396510,0,2,1,80,1,1,5,31,1,2000,1,2,1,3,Assistance,-37.93246,145.15592,-0.9063077870366497,-0.42261826174069994
2661,2513693,2396437,0,2,1,80,1,1,2,43,1,2003,1,2,1,4,Slight,-37.93311,145.15577,-0.8433914458128855,-0.5372996083468242
2662,2513693,2396437,0,2,1,80,1,1,2,43,10,1993,1,2,1,4,Slight,-37.93311,145.15577,-0.8433914458128855,-0.5372996083468242
2663,2513693,2396437,0,2,1,80,1,1,2,43,1,2003,1,4,0,3,Assistance,-37.93311,145.15577,-0.8433914458128855,-0.5372996083468242
2664,2513693,2396437,0,2,1,80,1,1,2,43,10,1993,1,4,0,3,Assistance,-37.93311,145.15577,-0.8433914458128855,-0.5372996083468242
3121,2513779,2396433,2,2,1,60,3,1,6,43,1,1994,1,3,1,3,Assistance,-37.93315,145.15674,-0.7372773368101242,0.6755902076156601
3122,2513779,2396433,2,2,1,60,3,1,6,43,2,1985,1,3,1,3,Assistance,-37.93315,145.15674,-0.7372773368101242,0.6755902076156601
3123,2513779,2396433,2,2,1,60,3,1,6,43,1,1994,1,2,1,3,Slight,-37.93315,145.15674,-0.7372773368101242,0.6755902076156601
3124,2513779,2396433,2,2,1,60,3,1,6,43,2,1985,1,2,1,3,Slight,-37.93315,145.15674,-0.7372773368101242,0.6755902076156601
3125,2513779,2396433,2,2,1,60,3,1,6,43,1,1994,1,2,0,3,Assistance,-37.93315,145.15674,-0.7372773368101242,0.6755902076156601
3126,2513779,2396433,2,2,1,60,3,1,6,43,2,1985,1,2,0,3,Assistance,-37.93315,145.15674,-0.7372773368101242,0.6755902076156601
6987,2513706,2396510,0,3,1,80,1,1,7,50,2,2005,1,2,0,3,Slight,-37.93246,145.15592,0.90630778703665,-0.42261826174069933
6988,2513706,2396510,0,3,1,80,1,1,7,50,1,2005,1,2,0,3,Slight,-37.93246,145.15592,0.90630778703665,-0.42261826174069933
6989,2513706,2396510,0,3,1,80,1,1,7,50,71,1988,1,2,0,3,Slight,-37.93246,145.15592,0.90630778703665,-0.42261826174069933
6990,2513706,2396510,0,3,1,80,1,1,7,50,2,2005,1,2,0,3,Assistance,-37.93246,145.15592,0.90630778703665,-0.42261826174069933
6991,2513706,2396510,0,3,1,80,1,1,7,50,1,2005,1,2,0,3,Assistance,-37.93246,145.15592,0.90630778703665,-0.42261826174069933
6992,2513706,2396510,0,3,1,80,1,1,7,50,71,1988,1,2,0,3,Assistance,-37.93246,145.15592,0.90630778703665,-0.42261826174069933
10249,2507119,2396618,0,2,1,70,1,1,3,51,4,2005,1,2,0,3,Assistance,-37.93155,145.08098,0.13052619222005157,-0.9914448613738104
10250,2507119,2396618,0,2,1,70,1,1,3,51,1,1993,1,2,0,3,Assistance,-37.93155,145.08098,0.13052619222005157,-0.9914448613738104
6705,2503464,2396672,0,2,1,60,1,1,5,51,1,2005,1,2,0,4,Slight,-37.93109,145.03941,-3.216245299353273e-16,-1.0
6706,2503464,2396672,0,2,1,60,1,1,5,51,1,1991,1,2,0,4,Slight,-37.93109,145.03941,-3.216245299353273e-16,-1.0
6707,2503464,2396672,0,2,1,60,1,1,5,51,1,2005,1,2,0,4,Assistance,-37.93109,145.03941,-3.216245299353273e-16,-1.0
6708,2503464,2396672,0,2,1,60,1,1,5,51,1,1991,1,2,0,4,Assistance,-37.93109,145.03941,-3.216245299353273e-16,-1.0
6031,2505030,2396780,0,1,1,70,3,1,1,52,1,1986,4,2,0,2,Assistance,-37.93011,145.05722,-0.5000000000000004,0.8660254037844384
9060,2505027,2396757,0,3,1,60,3,1,1,52,1,1986,1,2,0,2,Assistance,-37.93031,145.05718,0.3826834323650898,0.9238795325112867
9061,2505027,2396757,0,3,1,60,3,1,1,52,1,2004,1,2,0,2,Assistance,-37.93031,145.05718,0.3826834323650898,0.9238795325112867
9062,2505027,2396757,0,3,1,60,3,1,1,52,1,1997,1,2,0,2,Assistance,-37.93031,145.05718,0.3826834323650898,0.9238795325112867
6304,2446825,2396911,0,1,1,80,1,1,4,50,1,1991,4,2,0,2,Assistance,-37.92742,144.39518,0.258819045102521,-0.9659258262890682
9920,2499689,2396969,0,1,1,70,3,1,5,50,1,2000,4,3,0,2,Assistance,-37.92842,144.99647,0.9961946980917455,-0.08715574274765801
9921,2499689,2396969,0,1,1,70,3,1,5,50,1,2000,4,3,1,1,Assistance,-37.92842,144.99647,0.9961946980917455,-0.08715574274765801
9922,2499689,2396969,0,1,1,70,3,1,5,50,1,2000,4,2,0,2,Slight,-37.92842,144.99647,0.9961946980917455,-0.08715574274765801
5218,2509662,2397073,0,2,2,60,1,2,2,49,7,2000,1,2,0,3,Slight,-37.92743,145.10991,-0.7372773368101242,-0.67559020761566
5219,2509662,2397073,0,2,2,60,1,2,2,49,2,1987,1,2,0,3,Slight,-37.92743,145.10991,-0.7372773368101242,-0.67559020761566
5220,2509662,2397073,0,2,2,60,1,2,2,49,7,2000,1,2,0,3,Assistance,-37.92743,145.10991,-0.7372773368101242,-0.67559020761566
5221,2509662,2397073,0,2,2,60,1,2,2,49,2,1987,1,2,0,3,Assistance,-37.92743,145.10991,-0.7372773368101242,-0.67559020761566
8590,2510079,2397109,4,1,1,50,1,1,7,49,1,1992,4,2,1,4,Assistance,-37.92711,145.11464,0.3420201433256689,-0.9396926207859083
10251,2508364,2397280,0,3,1,60,6,1,1,51,1,2000,1,3,0,2,Slight,-37.92558,145.09514,-0.5000000000000004,0.8660254037844384
10252,2508364,2397280,0,3,1,60,6,1,1,51,1,1978,1,3,0,2,Slight,-37.92558,145.09514,-0.5000000000000004,0.8660254037844384
10253,2508364,2397280,0,3,1,60,6,1,1,51,4,2005,1,3,0,2,Slight,-37.92558,145.09514,-0.5000000000000004,0.8660254037844384
10254,2508364,2397280,0,3,1,60,6,1,1,51,1,2000,1,2,0,3,Assistance,-37.92558,145.09514,-0.5000000000000004,0.8660254037844384
10255,2508364,2397280,0,3,1,60,6,1,1,51,1,1978,1,2,0,3,Assistance,-37.92558,145.09514,-0.5000000000000004,0.8660254037844384
10256,2508364,2397280,0,3,1,60,6,1,1,51,4,2005,1,2,0,3,Assistance,-37.92558,145.09514,-0.5000000000000004,0.8660254037844384
10139,2508042,2397330,0,5,2,60,1,1,6,50,3,2003,1,3,0,3,Slight,-37.92513,145.09147,-1.0,-1.8369701987210297e-16
10140,2508042,2397330,0,5,2,60,1,1,6,50,4,1997,1,3,0,3,Slight,-37.92513,145.09147,-1.0,-1.8369701987210297e-16
10141,2508042,2397330,0,5,2,60,1,1,6,50,1,1988,1,3,0,3,Slight,-37.92513,145.09147,-1.0,-1.8369701987210297e-16
10142,2508042,2397330,0,5,2,60,1,1,6,50,1,1998,1,3,0,3,Slight,-37.92513,145.09147,-1.0,-1.8369701987210297e-16
10143,2508042,2397330,0,5,2,60,1,1,6,50,1,2003,1,3,0,3,Slight,-37.92513,145.09147,-1.0,-1.8369701987210297e-16
10144,2508042,2397330,0,5,2,60,1,1,6,50,3,2003,1,3,1,3,Slight,-37.92513,145.09147,-1.0,-1.8369701987210297e-16
10145,2508042,2397330,0,5,2,60,1,1,6,50,4,1997,1,3,1,3,Slight,-37.92513,145.09147,-1.0,-1.8369701987210297e-16
